iterations,fitness,time,fevals
0,499.0,6.97600000001e-05,11
10,501.0,0.000204063,21
20,503.0,0.000293013,31
30,503.0,0.000347362,41
40,509.0,0.000909974,51
50,515.0,0.000972495,61
60,519.0,0.001045157,71
70,523.0,0.001097966,81
80,525.0,0.001143136,91
90,527.0,0.001192234,101
100,531.0,0.001278801,111
110,535.0,0.001345733,121
120,539.0,0.001400949,131
130,543.0,0.001451652,141
140,545.0,0.001497639,151
150,545.0,0.001559448,161
160,549.0,0.001630453,171
170,553.0,0.001707884,181
180,553.0,0.001783491,191
190,555.0,0.002061591,201
200,557.0,0.0022051,211
210,559.0,0.002271609,221
220,561.0,0.002352341,231
230,565.0,0.00243176,241
240,567.0,0.003244044,251
250,571.0,0.003303185,261
260,575.0,0.003346794,271
270,579.0,0.003430136,281
280,579.0,0.003490118,291
290,585.0,0.00356824,301
300,587.0,0.00362813,311
310,589.0,0.003702286,321
320,593.0,0.003779664,331
330,595.0,0.003874224,341
340,595.0,0.00393127,351
350,595.0,0.003987651,361
360,597.0,0.004061499,371
370,597.0,0.004129803,381
380,597.0,0.004193314,391
390,601.0,0.004331256,401
400,603.0,0.00439994,411
410,605.0,0.004470545,421
420,605.0,0.004519817,431
430,605.0,0.004578302,441
440,605.0,0.00464479,451
450,607.0,0.004689911,461
460,609.0,0.004729594,471
470,611.0,0.004765657,481
480,615.0,0.004800855,491
490,615.0,0.004849951,501
500,617.0,0.004889953,511
510,621.0,0.004940278,521
520,621.0,0.004979704,531
530,621.0,0.005016538,541
540,623.0,0.050894579,551
550,627.0,0.050963192,561
560,627.0,0.051028311,571
570,629.0,0.051087261,581
580,633.0,0.051153086,591
590,633.0,0.051221948,601
600,637.0,0.051276899,611
610,639.0,0.05133201,621
620,639.0,0.051393647,631
630,641.0,0.051450571,641
640,641.0,0.051777788,651
650,645.0,0.051841308,661
660,645.0,0.056494162,671
670,645.0,0.056550508,681
680,645.0,0.056600699,691
690,645.0,0.058206982,701
700,647.0,0.058271133,711
710,649.0,0.058332363,721
720,649.0,0.058392671,731
730,653.0,0.058452556,741
740,657.0,0.058510806,751
750,659.0,0.058583184,761
760,659.0,0.059148707,771
770,663.0,0.059210575,781
780,667.0,0.059279535,791
790,671.0,0.059356654,801
800,675.0,0.059448544,811
810,677.0,0.059516508,821
820,677.0,0.059586906,831
830,679.0,0.059656201,841
840,679.0,0.059710086,851
850,679.0,0.059775235,861
860,679.0,0.059847969,871
870,679.0,0.059906588,881
880,681.0,0.059969607,891
890,683.0,0.060037699,901
900,683.0,0.060105122,911
910,683.0,0.060745601,921
920,685.0,0.060802415,931
930,689.0,0.060866448,941
940,691.0,0.060934697,951
950,693.0,0.060980733,961
960,695.0,0.061050072,971
970,695.0,0.061090218,981
980,695.0,0.061147575,991
990,695.0,0.061212878,1001
1000,695.0,0.061266554,1011
1010,695.0,0.061345872,1021
1020,695.0,0.061418208,1031
1030,697.0,0.061476606,1041
1040,703.0,0.061527219,1051
1050,703.0,0.061564254,1061
1060,705.0,0.061614682,1071
1070,705.0,0.061660723,1081
1080,705.0,0.06170595,1091
1090,705.0,0.061746684,1101
1100,705.0,0.061804309,1111
1110,709.0,0.061858228,1121
1120,709.0,0.061927019,1131
1130,709.0,0.061967136,1141
1140,709.0,0.062008842,1151
1150,709.0,0.062045979,1161
1160,709.0,0.062082153,1171
1170,709.0,0.062130356,1181
1180,709.0,0.062171147,1191
1190,709.0,0.06221596,1201
1200,709.0,0.062258389,1211
1210,711.0,0.062298389,1221
1220,711.0,0.062355042,1231
1230,711.0,0.062391006,1241
1240,711.0,0.062430368,1251
1250,711.0,0.062473238,1261
1260,711.0,0.062514221,1271
