iterations,fitness,time,fevals
0,509.0,3.67890000001e-05,11
10,511.0,9.90280000002e-05,21
20,507.0,0.000123128,31
30,505.0,0.000156525,41
40,509.0,0.000189713,51
50,501.0,0.000221132,61
60,499.0,0.000275055,71
70,501.0,0.000304594,81
80,501.0,0.00033395,91
90,503.0,0.000389918,101
100,507.0,0.000421778,111
110,507.0,0.000499288,121
120,507.0,0.000541029,131
130,503.0,0.000605369,141
140,505.0,0.000646095,151
150,497.0,0.000672166,161
160,495.0,0.000695016,171
170,497.0,0.000736548,181
180,495.0,0.000768955,191
190,499.0,0.000801326,201
200,499.0,0.000833535,211
210,499.0,0.000868535,221
220,499.0,0.000922221,231
230,503.0,0.000954412,241
240,503.0,0.000985034,251
250,499.0,0.001020832,261
260,497.0,0.001057988,271
270,501.0,0.001108427,281
280,497.0,0.001145751,291
290,489.0,0.001187146,301
300,487.0,0.00122676,311
310,489.0,0.001260921,321
320,487.0,0.001316036,331
330,487.0,0.001353181,341
340,483.0,0.001389986,351
350,483.0,0.001429464,361
360,483.0,0.001468713,371
370,481.0,0.001505667,381
380,483.0,0.001566143,391
390,489.0,0.001619218,401
400,487.0,0.001666437,411
410,483.0,0.001709957,421
420,489.0,0.001746696,431
430,491.0,0.001804557,441
440,493.0,0.001839438,451
450,497.0,0.001873845,461
460,501.0,0.001927207,471
470,503.0,0.001971796,481
480,511.0,0.002023434,491
490,511.0,0.002068846,501
500,517.0,0.00211017,511
510,521.0,0.002148705,521
520,523.0,0.00219266,531
530,533.0,0.002252151,541
540,537.0,0.002292737,551
550,541.0,0.002334419,561
560,541.0,0.002372541,571
570,549.0,0.002414801,581
580,553.0,0.002459007,591
590,553.0,0.002506436,601
600,555.0,0.00254669,611
610,557.0,0.002586487,621
620,559.0,0.002628011,631
630,559.0,0.002671915,641
640,563.0,0.002732023,651
650,565.0,0.002772071,661
660,569.0,0.002812994,671
670,573.0,0.002852245,681
680,575.0,0.002893328,691
690,575.0,0.00294515,701
700,575.0,0.003010598,711
710,577.0,0.003043724,721
720,579.0,0.003094507,731
730,579.0,0.00313826,741
740,585.0,0.003217693,751
750,587.0,0.009526224,761
760,587.0,0.009618486,771
770,589.0,0.009736046,781
780,589.0,0.009810153,791
790,591.0,0.009869751,801
800,591.0,0.00992449,811
810,593.0,0.009973915,821
820,593.0,0.010033599,831
830,599.0,0.010089007,841
840,603.0,0.010134439,851
850,605.0,0.010193476,861
860,609.0,0.010225882,871
870,611.0,0.010257321,881
880,611.0,0.010284466,891
890,611.0,0.01032022,901
900,611.0,0.010377017,911
910,613.0,0.010419028,921
