iteration,MSE_trg,MSE_val,MSE_tst,acc_trg,acc_val,acc_tst,f1_trg,f1_val,f1_tst,elapsed
0,13.6510703158,13.4954023015,12.7461827106,0.143148148148,0.13,0.159,0.491212653779,0.5,0.51397515528,5.890236917
10,13.6550966089,13.5048943296,12.7543149416,0.142592592593,0.13,0.155,0.489891590976,0.496103896104,0.511231603408,73.418189849
20,13.6896252882,13.5236692092,12.7886176638,0.14462962963,0.13,0.161,0.480200945626,0.490221642764,0.500784929356,140.199652341
30,13.6897857847,13.5240976412,12.7893955602,0.144444444444,0.13,0.161,0.480130004432,0.490221642764,0.500784929356,207.730539753
40,13.6930226514,13.5239316531,12.7925661416,0.145185185185,0.131666666667,0.162,0.47996451279,0.490861618799,0.501178318932,274.890504426
50,13.6913176639,13.5233262792,12.7918553247,0.14537037037,0.131666666667,0.162,0.480484920166,0.490861618799,0.502354788069,341.78857798
60,13.6648422877,13.5043910872,12.7599557011,0.142777777778,0.13,0.16,0.487454145268,0.496103896104,0.512062256809,408.579638007
70,13.6937296745,13.5102420442,12.7778106839,0.143703703704,0.13,0.16,0.479326639102,0.494148244473,0.507416081187,475.398332229
80,13.6850876104,13.5100177854,12.7759710486,0.143148148148,0.13,0.16,0.482697688117,0.494148244473,0.507416081187,541.794618023
90,13.6744892866,13.5100520046,12.7697527145,0.141481481481,0.13,0.159,0.486288312069,0.494148244473,0.508183943882,593.5699864
100,13.6686641752,13.5100617857,12.7676011682,0.141481481481,0.13,0.158,0.487397420868,0.494148244473,0.508949416342,639.112433243
110,13.6409997453,13.494099088,12.7357440711,0.138888888889,0.126666666667,0.154,0.494545454545,0.498708010336,0.517719568567,684.45694657
120,13.6009615084,13.446750265,12.7145252224,0.136296296296,0.125,0.154,0.505687544996,0.511508951407,0.525670498084,729.488731815
130,13.5848049579,13.4299271293,12.6940687344,0.133518518519,0.123333333333,0.151,0.509949892627,0.516539440204,0.530083777609,774.549447612
140,13.5810294871,13.420086784,12.6941171267,0.132222222222,0.123333333333,0.151,0.511142857143,0.520304568528,0.530083777609,819.595063715
150,13.5605111496,13.4043180929,12.6791979486,0.12962962963,0.121666666667,0.148,0.516257276729,0.52711223203,0.536659108088,864.477671375
160,13.5654228146,13.4072364839,12.6791540024,0.13,0.121666666667,0.149,0.514716337267,0.525252525253,0.53706505295,909.085984812
170,13.5578877248,13.4026206608,12.6744493202,0.128703703704,0.121666666667,0.147,0.516869861072,0.528967254408,0.537358490566,954.033412648
180,13.5537747082,13.3942514523,12.6732290401,0.127777777778,0.118333333333,0.147,0.517763623496,0.529485570891,0.537358490566,999.268758424
190,13.5523397591,13.3931279974,12.6721698661,0.127777777778,0.118333333333,0.147,0.517973393716,0.529485570891,0.537358490566,1043.98902426
200,13.5511181417,13.3895365111,12.672200607,0.127777777778,0.118333333333,0.147,0.518183104571,0.529485570891,0.537358490566,1089.48546258
