iteration,MSE_trg,MSE_val,MSE_tst,acc_trg,acc_val,acc_tst,f1_trg,f1_val,f1_tst,elapsed
0,10.5085339833,10.3957471572,9.83009725746,0.0375925925926,0.0366666666667,0.039,0.907341772152,0.908925318761,0.896856039713,4.202831106
10,10.5134327308,10.408134438,9.83456274839,0.032962962963,0.0333333333333,0.031,0.903900853312,0.903934126258,0.891966759003,44.133699859
20,10.5145830476,10.4082864121,9.83953469845,0.0322222222222,0.0283333333333,0.031,0.903324184203,0.901924839597,0.891352549889,83.926710091
30,10.5167587059,10.4071831914,9.83868068185,0.0325925925926,0.03,0.029,0.903081460388,0.90293040293,0.890737659456,123.907846708
40,10.5137059267,10.4016385507,9.83391874859,0.0331481481481,0.0333333333333,0.033,0.903861788618,0.905936073059,0.893805309735,164.302509833
50,10.5114182303,10.3971027376,9.83112530094,0.0344444444444,0.0366666666667,0.033,0.905124302385,0.907930720146,0.894416804865,204.304531286
60,10.5373443783,10.4289628666,9.86240108445,0.0224074074074,0.02,0.021,0.893267651888,0.892592592593,0.880672268908,248.5642159
70,10.5373926839,10.429134942,9.86253410487,0.0224074074074,0.02,0.021,0.893267651888,0.892592592593,0.880672268908,292.362720299
80,10.5368916714,10.4291634447,9.86252349949,0.0233333333333,0.02,0.021,0.893835265155,0.892592592593,0.880672268908,336.241189562
90,10.5374262937,10.4243721779,9.86205963592,0.0238888888889,0.0216666666667,0.021,0.894175553733,0.894639556377,0.880672268908,380.672392236
100,10.5385293823,10.4253389048,9.86276380669,0.0233333333333,0.02,0.021,0.89360828973,0.893617021277,0.880672268908,427.920977252
110,10.5382389598,10.4242480387,9.86264583517,0.0225925925926,0.0216666666667,0.021,0.893381221139,0.894639556377,0.880672268908,473.081734298
120,10.5412418351,10.4289354414,9.86968719406,0.0216666666667,0.0183333333333,0.021,0.892358258012,0.89156626506,0.878787878788,517.708022286
130,10.5431250231,10.4359087725,9.87293266102,0.0214814814815,0.0183333333333,0.021,0.891561311543,0.889507892293,0.878158338012,562.122512271
140,10.5404722606,10.429105628,9.87001228758,0.0225925925926,0.02,0.021,0.892699455796,0.892592592593,0.878787878788,606.272550972
150,10.5394937358,10.4264003044,9.87337174688,0.0238888888889,0.0183333333333,0.021,0.893721789085,0.892592592593,0.878158338012,651.110052253
160,10.5444678963,10.4352614724,9.87378093262,0.0216666666667,0.0183333333333,0.02,0.891675231244,0.890538033395,0.877528089888,695.113396867
170,10.5446177154,10.4350804065,9.87395815875,0.0212962962963,0.0183333333333,0.02,0.891447368421,0.890538033395,0.877528089888,738.950821247
180,10.5453070571,10.4356535053,9.87398493098,0.0211111111111,0.0183333333333,0.02,0.891219411886,0.889507892293,0.877528089888,782.550263483
190,10.5422833724,10.4384085009,9.87349891647,0.0225925925926,0.0183333333333,0.021,0.89258574656,0.889507892293,0.878158338012,825.816771013
200,10.5462553392,10.4438902939,9.87573434242,0.0205555555556,0.0183333333333,0.021,0.890649110174,0.888475836431,0.877528089888,869.494927656
