iteration,MSE_trg,MSE_val,MSE_tst,acc_trg,acc_val,acc_tst,f1_trg,f1_val,f1_tst,elapsed
0,10.4432407407,10.3175,9.742,0.0994444444444,0.0983333333333,0.117,0.949518529326,0.951048951049,0.950682056663,20.228997742
10,10.4432407407,10.3175,9.742,0.0994444444444,0.0983333333333,0.117,0.949518529326,0.951048951049,0.950682056663,218.610682868
20,10.4432407407,10.3175,9.742,0.0994444444444,0.0983333333333,0.117,0.949518529326,0.951048951049,0.950682056663,417.244286143
30,10.4432407407,10.3175,9.742,0.0994444444444,0.0983333333333,0.117,0.949518529326,0.951048951049,0.950682056663,670.375054817
40,10.4432407407,10.3175,9.742,0.0994444444444,0.0983333333333,0.117,0.949518529326,0.951048951049,0.950682056663,924.683440181
50,10.4432407407,10.3175,9.742,0.0994444444444,0.0983333333333,0.117,0.949518529326,0.951048951049,0.950682056663,1181.5010741
60,10.4432407407,10.3175,9.742,0.0994444444444,0.0983333333333,0.117,0.949518529326,0.951048951049,0.950682056663,1410.69806288
70,10.4432407407,10.3175,9.742,0.0994444444444,0.0983333333333,0.117,0.949518529326,0.951048951049,0.950682056663,1638.97806043
80,10.4432407407,10.3175,9.742,0.0994444444444,0.0983333333333,0.117,0.949518529326,0.951048951049,0.950682056663,1834.17646069
90,10.4432407407,10.3175,9.742,0.0994444444444,0.0983333333333,0.117,0.949518529326,0.951048951049,0.950682056663,2007.08608385
100,10.4432407407,10.3175,9.742,0.0994444444444,0.0983333333333,0.117,0.949518529326,0.951048951049,0.950682056663,2179.87728753
110,10.4432407407,10.3175,9.742,0.0994444444444,0.0983333333333,0.117,0.949518529326,0.951048951049,0.950682056663,2359.22083506
120,10.4432407407,10.3175,9.742,0.0994444444444,0.0983333333333,0.117,0.949518529326,0.951048951049,0.950682056663,2543.02968836
130,10.4432407407,10.3175,9.742,0.0994444444444,0.0983333333333,0.117,0.949518529326,0.951048951049,0.950682056663,2721.18598341
140,10.4432407407,10.3175,9.742,0.0994444444444,0.0983333333333,0.117,0.949518529326,0.951048951049,0.950682056663,2900.15675736
150,10.4432407407,10.3175,9.742,0.0994444444444,0.0983333333333,0.117,0.949518529326,0.951048951049,0.950682056663,3079.51401955
160,10.4432407407,10.3175,9.742,0.0994444444444,0.0983333333333,0.117,0.949518529326,0.951048951049,0.950682056663,3258.05269682
170,10.4432407407,10.3175,9.742,0.0994444444444,0.0983333333333,0.117,0.949518529326,0.951048951049,0.950682056663,3433.18706152
180,10.4432407407,10.3175,9.742,0.0994444444444,0.0983333333333,0.117,0.949518529326,0.951048951049,0.950682056663,3610.97369733
190,10.4432407407,10.3175,9.742,0.0994444444444,0.0983333333333,0.117,0.949518529326,0.951048951049,0.950682056663,3784.43911318
200,10.4432407407,10.3175,9.742,0.0994444444444,0.0983333333333,0.117,0.949518529326,0.951048951049,0.950682056663,3957.88231821
