iteration,MSE_trg,MSE_val,MSE_tst,acc_trg,acc_val,acc_tst,f1_trg,f1_val,f1_tst,elapsed
0,11.878171633,11.5850100214,11.1176908101,0.110740740741,0.101666666667,0.123,0.785224153705,0.801611278953,0.787953288261,23.32374241
10,11.5271288597,11.3906869605,10.89562491,0.0975925925926,0.095,0.114,0.839556655547,0.834951456311,0.839907192575,278.402044137
20,10.4432407407,10.3175,9.7495,0.0994444444444,0.0983333333333,0.117,0.949518529326,0.951048951049,0.950131233596,548.677909202
30,10.4436071672,10.3175,9.742,0.0994444444444,0.0983333333333,0.117,0.949518529326,0.951048951049,0.950682056663,892.010366929
40,10.4432407407,10.3175,9.742,0.0994444444444,0.0983333333333,0.117,0.949518529326,0.951048951049,0.950682056663,1215.38356279
50,10.5006868873,10.3800004453,9.81122579701,0.0996296296296,0.0983333333333,0.117,0.943650948934,0.944591029024,0.944591029024,1463.2192534
60,10.4432407407,10.3175,9.742,0.0994444444444,0.0983333333333,0.117,0.949518529326,0.951048951049,0.950682056663,1698.75603207
70,10.4432410132,10.3175,9.742,0.0994444444444,0.0983333333333,0.117,0.949518529326,0.951048951049,0.950682056663,1910.51815817
80,10.9606996472,10.9338012039,10.2476568363,0.101481481481,0.0966666666667,0.117,0.900612244898,0.891966759003,0.901594282573,2157.03718042
90,10.4778323777,10.3575001376,9.79099999512,0.0994444444444,0.0983333333333,0.117,0.946444249342,0.947368421053,0.946259220232,2392.70027293
100,10.4600200821,10.325,9.74850000038,0.0994444444444,0.0983333333333,0.117,0.947881149537,0.950131233596,0.950131233596,2725.70128274
110,10.5132807037,10.391469338,9.78800067096,0.0996296296296,0.0983333333333,0.117,0.942927068037,0.943661971831,0.946259220232,2999.05989407
120,10.5582167391,10.4475001475,9.88854017707,0.0994444444444,0.0983333333333,0.117,0.93888779721,0.939929328622,0.937300743889,3271.59118887
130,10.4685995407,10.3575010659,9.77499997008,0.0994444444444,0.0983333333333,0.117,0.946957878315,0.947368421053,0.947368421053,3584.29316059
140,10.6014134296,10.5277623591,9.88917551654,0.0994444444444,0.0983333333333,0.117,0.934385791811,0.930481283422,0.937300743889,3861.84774078
150,10.5483813109,10.4744283565,9.80549998973,0.0998148148148,0.0983333333333,0.118,0.939385008351,0.935226264419,0.944532488114,4119.42294001
160,10.4922090411,10.4091669603,9.77993968697,0.0996296296296,0.0983333333333,0.117,0.944373839085,0.941798941799,0.946202531646,4430.57861758
170,10.4677852893,10.3908333333,9.77449887681,0.0994444444444,0.0983333333333,0.117,0.947163189706,0.943661971831,0.947368421053,4702.18892443
180,10.4831096914,10.400980521,9.7829879653,0.0994444444444,0.0983333333333,0.117,0.945518453427,0.942731277533,0.946259220232,4969.28321128
190,10.468790395,10.3651259527,9.77749718031,0.0994444444444,0.0983333333333,0.117,0.946855192589,0.946444249342,0.946814112691,5223.04489851
200,10.5000933651,10.401639321,9.79702333848,0.0994444444444,0.0983333333333,0.117,0.943868570311,0.942731277533,0.945147679325,5459.12788241
