iteration,MSE_trg,MSE_val,MSE_tst,acc_trg,acc_val,acc_tst,f1_trg,f1_val,f1_tst,elapsed
0,10.5007466315,10.3817797383,9.7929720442,0.0996296296296,0.0983333333333,0.117,0.943639921722,0.944591029024,0.945703742752,254.001062357
10,13.1149709754,12.9810291822,12.200796566,0.135,0.125,0.148,0.587736107309,0.593673965937,0.613818181818,2389.63395673
20,10.4857833674,10.3437143051,9.78518213414,0.0996296296296,0.0983333333333,0.117,0.944444444444,0.948290972831,0.946259220232,4246.55380951
30,10.4432407407,10.3175,9.742,0.0994444444444,0.0983333333333,0.117,0.949518529326,0.951048951049,0.950682056663,5578.96798364
40,10.931169668,10.8193003813,10.2110728284,0.0640740740741,0.0616666666667,0.074,0.850643586329,0.846231155779,0.846846846847,6700.46668645
50,10.4432407407,10.3175,9.742,0.0994444444444,0.0983333333333,0.117,0.949518529326,0.951048951049,0.950682056663,7173.64466253
60,10.4459223443,10.3175,9.74914183872,0.10037037037,0.0983333333333,0.118,0.949552006233,0.951048951049,0.950630252101,7703.71462328
70,10.4432383328,10.3175,9.742,0.0994444444444,0.0983333333333,0.117,0.949518529326,0.951048951049,0.950682056663,8260.635358
80,10.5767920588,10.4554228385,9.86507923422,0.0640740740741,0.065,0.07,0.891308857084,0.893656716418,0.889512058329,8760.74045295
90,10.5525839242,10.4209752852,9.85338096919,0.0509259259259,0.0633333333333,0.051,0.89225974026,0.893697083725,0.883615819209,9261.59716591
100,10.472252883,10.3650424615,9.78504903872,0.100925925926,0.1,0.12,0.947080648311,0.945422535211,0.946088794926,9749.12753777
110,10.4465396405,10.317358552,9.74393345956,0.0985185185185,0.0983333333333,0.114,0.948690487781,0.951048951049,0.948421052632,10231.4981255
120,10.4619900565,10.3324453861,9.76935008347,0.087037037037,0.0883333333333,0.096,0.938944056632,0.942731277533,0.933190807055,11573.3333152
130,10.4432565403,10.3175,9.74350000001,0.0994444444444,0.0983333333333,0.117,0.949518529326,0.951048951049,0.950131233596,12653.3905748
140,10.4451842496,10.3175475085,9.74200096426,0.0994444444444,0.0983333333333,0.117,0.949314135616,0.951048951049,0.950682056663,13161.7098259
150,10.4557390155,10.3189313326,9.75260313685,0.0966666666667,0.0966666666667,0.113,0.946381482567,0.950131233596,0.946758039009,13654.22662
160,10.4432249033,10.3175,9.74350000022,0.0994444444444,0.0983333333333,0.117,0.949518529326,0.951048951049,0.950131233596,14162.2636577
170,10.4467395577,10.3199680255,9.74570631208,0.0814814814815,0.0833333333333,0.1,0.939396915824,0.942731277533,0.941238750662,14662.4019938
180,10.4434189527,10.3175038202,9.74351142453,0.0996296296296,0.0983333333333,0.117,0.949610894942,0.951048951049,0.950131233596,15160.8714488
190,10.444163227,10.3177509938,9.74235016905,0.0996296296296,0.0966666666667,0.116,0.949498880996,0.950131233596,0.950131233596,15670.2599266
200,10.4432418525,10.3175,9.7435,0.0994444444444,0.0983333333333,0.117,0.949518529326,0.951048951049,0.950131233596,16177.3821999
