iterations,fitness,time,fevals
0,0.0235496354969,3.39995652,1000
10,0.0226660178536,6.289280838,2100
20,0.0228881555064,9.241617807,3200
30,0.0240415831532,12.522713084,4300
40,0.0239227400582,17.65157343,5400
50,0.0219944317756,21.472295141,6500
60,0.0232916384768,25.846800933,7600
70,0.0229523344973,28.848584413,8700
80,0.0232578778207,32.419926048,9800
90,0.0232604655066,35.437913307,10900
100,0.0226795193317,38.493282496,12000
110,0.0243327546098,41.769406748,13100
120,0.0224805317568,44.688545842,14200
130,0.0233793722738,47.611287328,15300
140,0.0237929367528,50.45060822,16400
150,0.022723521531,53.349438981,17500
160,0.0231348573488,56.489648736,18600
170,0.0238036358253,60.792725945,19700
180,0.0228187936155,64.463643503,20800
190,0.0223860253243,67.557559045,21900
200,0.0237863401272,70.956455469,23000
210,0.0235910257606,74.036867105,24100
220,0.0225303866587,76.737382675,25200
230,0.023134954905,79.691390014,26300
240,0.0238588748968,82.631174913,27400
250,0.0233982138639,85.583336598,28500
260,0.0223283912812,89.632128348,29600
270,0.0235641361894,93.124250849,30700
280,0.0237050089915,96.513405078,31800
290,0.0231913143365,100.15589718,32900
300,0.0224324098217,103.58690197,34000
310,0.0239229486223,107.595507052,35100
320,0.0235994290904,110.321866972,36200
330,0.0239468265743,113.093539888,37300
340,0.023166611991,115.904820092,38400
350,0.0232694245752,119.478583434,39500
360,0.0237919589049,123.713538504,40600
370,0.0235040309386,127.692677583,41700
380,0.0228551769542,131.930928264,42800
390,0.022430979867,136.126247846,43900
400,0.0233107945404,141.044658083,45000
410,0.0233810540025,146.044926937,46100
420,0.0237566506103,149.160510606,47200
430,0.0224820965085,152.023059544,48300
440,0.0226543305484,154.696336636,49400
450,0.0246391682887,157.661580209,50500
460,0.0234133487164,160.566176742,51600
470,0.0238756616761,164.871992305,52700
480,0.0229894652825,168.472816681,53800
490,0.0230895338483,172.102040715,54900
500,0.0233486025225,174.996415961,56000
510,0.0226433232323,177.48033091,57100
520,0.0228239966135,180.109879698,58200
530,0.0238434433882,182.683738128,59300
540,0.0232634906853,185.236643019,60400
550,0.0251154482957,188.341880686,61500
560,0.0232530140008,191.379477836,62600
570,0.0242506181588,194.335422137,63700
580,0.0234118977521,197.46356546,64800
590,0.0241779662816,201.364987951,65900
600,0.0226096747656,204.349595634,67000
610,0.0230112799291,207.293326803,68100
620,0.0238038694658,211.817672309,69200
630,0.0242220685126,217.989618286,70300
640,0.0235652670317,238.606144619,71400
650,0.0233661051176,247.119856715,72500
660,0.0226127092059,251.857824066,73600
670,0.0230678306927,256.242819481,74700
680,0.022984197784,259.52088485,75800
690,0.0225069958709,263.347326438,76900
700,0.0235011466602,267.15907439,78000
710,0.0234441095908,271.033325145,79100
720,0.0237567645499,273.814286651,80200
730,0.0224281247757,277.431554185,81300
740,0.0222635128295,280.730460009,82400
750,0.0254179291239,283.99658038,83500
760,0.0241184410008,286.935519583,84600
770,0.0234978269639,289.680203002,85700
780,0.023447628886,292.382589069,86800
790,0.0231283684636,295.637522888,87900
800,0.0219384585004,298.460270147,89000
810,0.0237580522934,301.527156207,90100
820,0.0229699914498,304.75528134,91200
830,0.0224482095671,307.56533113,92300
840,0.0231723443277,310.705475891,93400
850,0.0237451683683,314.019695323,94500
860,0.0230753080627,317.24680339,95600
870,0.0236154550729,320.67801404,96700
880,0.0236252914595,323.775204328,97800
890,0.0220498835007,327.409127891,98900
900,0.0234352655026,330.748623377,100000
910,0.0232051378613,334.464393207,101100
920,0.024108205049,337.574630671,102200
930,0.0234760187899,340.625268368,103300
940,0.0234701824306,345.89149077,104400
950,0.0232497213474,351.57508553,105500
960,0.0237518146239,365.796688409,106600
970,0.0231611040038,374.532091304,107700
980,0.0226002513644,381.614487762,108800
990,0.023231488047,387.04520582,109900
1000,0.0226362227331,389.944076252,111000
1010,0.0224444845521,394.062556139,112100
1020,0.0233514559218,397.261404417,113200
1030,0.0227930180721,402.075218934,114300
1040,0.023088114146,405.817131094,115400
1050,0.0237670347635,410.629885072,116500
1060,0.0236964652531,413.991962857,117600
1070,0.0234310173395,417.392174623,118700
1080,0.0221645556804,420.289954486,119800
1090,0.024366802402,423.14755689,120900
1100,0.0243873646357,426.058152991,122000
1110,0.0225220349942,429.168568982,123100
1120,0.0226046057635,431.973915883,124200
1130,0.0232956607098,434.823110092,125300
1140,0.0228497927007,437.536390332,126400
1150,0.0238038254986,440.823903805,127500
1160,0.0234789110485,443.557488246,128600
1170,0.0234536319697,446.694449475,129700
1180,0.0226953806162,449.585378972,130800
1190,0.0232482892433,452.948934842,131900
1200,0.0248275192301,456.803217125,133000
1210,0.0243234060574,462.690777725,134100
1220,0.0234542661329,467.943268101,135200
1230,0.0223868414879,471.677743078,136300
1240,0.0230266550472,475.008074547,137400
1250,0.0234623753567,477.622987441,138500
1260,0.0229453215753,481.198475201,139600
1270,0.0241343539698,484.579082969,140700
1280,0.0230699851806,487.284083473,141800
1290,0.0234516871088,490.891427293,142900
1300,0.022819999016,493.470214616,144000
1310,0.0242892935441,496.210465108,145100
1320,0.0228686589014,498.830137647,146200
1330,0.0224257181867,502.030214062,147300
1340,0.0232231959801,505.883232311,148400
1350,0.0227053730369,509.058231403,149500
1360,0.0221728030499,511.811223821,150600
1370,0.0224324765026,514.819915181,151700
1380,0.0227270223175,517.804870225,152800
1390,0.022865041325,520.671422202,153900
1400,0.0235911061123,523.430531495,155000
1410,0.0233761025689,526.488377547,156100
1420,0.0238457051408,529.257886399,157200
1430,0.022626676434,533.283730911,158300
1440,0.0222440485685,536.17119837,159400
1450,0.0228353041214,539.428523472,160500
1460,0.0229506902495,542.026699608,161600
1470,0.0226023570231,544.619734494,162700
1480,0.0238648141055,547.695674128,163800
1490,0.0234974231635,550.767474024,164900
1500,0.0235982535411,553.689748545,166000
1510,0.0240777678696,556.796466869,167100
1520,0.0230441383191,560.413667349,168200
1530,0.02366696561,564.026817407,169300
1540,0.0232307034611,566.903745249,170400
1550,0.023916874766,570.211348568,171500
1560,0.0229827153752,573.022148014,172600
1570,0.0228365975265,576.22885203,173700
1580,0.0244485679227,579.440498788,174800
1590,0.0231198332238,583.062960888,175900
1600,0.0235392215693,585.891570667,177000
1610,0.0229156085756,589.661599109,178100
1620,0.02276092764,592.547442331,179200
1630,0.0226912763268,595.589015667,180300
1640,0.0236539969932,598.292049167,181400
1650,0.0237915061796,601.224196935,182500
1660,0.022267196171,603.861791649,183600
1670,0.022697637624,606.517258986,184700
1680,0.0228518914996,609.315501206,185800
1690,0.022597687732,612.293223881,186900
1700,0.0227652078058,615.27916313,188000
1710,0.0239348134642,618.10189622,189100
1720,0.02292570115,620.862178737,190200
1730,0.0244097738974,623.421774138,191300
1740,0.025351679858,626.193334522,192400
1750,0.0224898552336,629.014527026,193500
1760,0.0231566255017,632.215830057,194600
1770,0.0231418158989,635.235385146,195700
1780,0.02440895339,638.263332558,196800
1790,0.0224350646969,641.180554381,197900
1800,0.023590853823,643.958307491,199000
1810,0.0231358635266,646.890450231,200100
1820,0.0234013874179,650.121714468,201200
1830,0.0226227406489,653.246328292,202300
1840,0.022561499228,656.263423316,203400
1850,0.0230149878812,659.081609175,204500
1860,0.022701603779,661.924214575,205600
1870,0.023431973234,664.829060452,206700
1880,0.0226868067047,667.888080588,207800
1890,0.022965940912,670.735917837,208900
1900,0.0226855967298,674.943999293,210000
1910,0.0228783058228,679.545272987,211100
1920,0.0234419004444,682.189564734,212200
1930,0.0229421660487,684.890251387,213300
1940,0.0230385731919,687.467468867,214400
1950,0.022754091065,690.059146998,215500
1960,0.0236390879665,693.017215094,216600
1970,0.0230823219614,696.061161478,217700
1980,0.0233434111575,698.958201556,218800
1990,0.0228543011656,701.633327067,219900
2000,0.0229525338572,704.284221769,221000
2010,0.0227066611555,707.099187384,222100
2020,0.0232784104167,709.829117686,223200
2030,0.0230831497739,712.884070774,224300
2040,0.0226329646508,715.830837497,225400
2050,0.0248182317938,718.621382813,226500
2060,0.0237674317675,721.5009026,227600
2070,0.0227134362106,724.250177369,228700
2080,0.0236639850497,727.139470563,229800
2090,0.0230768539835,729.952126525,230900
